2409:8720:2005:0010:0000:0000:0000:0000	无锡市人民政府办公室(无锡市政府研究室)
2409:8720:2100:0008:* 江苏曙光云计算有限公司
2409:8720:2100:0009:* 梁溪区冒嘛嘛餐饮店
2409:8720:2100:000A:* 梁溪区崇可餐饮店
2409:8720:2100:000B:* 江苏美安大药房有限公司
2409:8720:2100:000C:* 江苏省无锡蠡园经济开发区管理委员会
2409:8720:2100:000D:* 无锡盛滨房地产开发有限公司
2409:8720:2100:000E:* 无锡盛滨房地产开发有限公司
2409:8720:2100:000F:* 无锡嘉仕恒信医院有限公司
2409:8720:2100:0010:* 无锡市钻通工程机械有限公司
2409:8720:2100:0012:* 江苏恒立液压股份有限公司
2409:8720:2100:0013:* 无锡市尊燚动漫游戏有限公司
2409:8720:2100:0014:* 无锡市川金楼火锅城
2409:8720:2100:0015:* 无锡国家工业设计园产业集团有限公司
2409:8720:2100:0016:* 无锡佳龙换热器股份有限公司
2409:8720:2100:0017:* 无锡市滨湖环境卫生管理有限公司
2409:8720:2100:0018:* 无锡恒驰中兴开关有限公司
2409:8720:2100:0019:* 无锡鸿源建设集团有限公司
2409:8720:2100:001A:* 无锡泓历皇朝酒店有限公司
2409:8720:2100:001B:* 无锡市梁溪区扬名街道阳光城市花园社区居民委员会
2409:8720:2100:001C:* 无锡研创城市发展有限公司
2409:8720:2100:001D:* 无锡市锡佛装潢有限公司
2409:8720:2100:001E:* 无锡市纵驰传媒有限公司
2409:8720:2100:001F:* 江苏芯联自动化系统有限公司
2409:8720:2100:0020:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:0022:* 无锡西奈信息系统有限公司
2409:8720:2100:0023:* 无锡市滨湖区人民代表大会常务委员会办公室
2409:8720:2100:0024:* 北京北翱通信（集团）有限公司
2409:8720:2100:0025:* 无锡市安居蠡湖建设管理有限公司
2409:8720:2100:0026:* 无锡市安居蠡湖建设管理有限公司
2409:8720:2100:0027:* 广东华浔品味装饰集团江苏有限公司
2409:8720:2100:0028:* 无锡市惠风龢苑文化发展有限公司
2409:8720:2100:0029:* 梁溪区金荣荣小厨房熟食店（个体工商户）
2409:8720:2100:002B:* 北京琪然科技有限公司
2409:8720:2100:002C:* 无锡市台安自动化有限公司
2409:8720:2100:002D:* 滨湖区丰丹餐饮店（个体工商户）
2409:8720:2100:002E:* 无锡市滨湖产业投资发展（集团）有限公司
2409:8720:2100:002F:* 梁溪区额尔敦传统涮火锅店
2409:8720:2100:0030:* 小精密工具有限公司
2409:8720:2100:0031:* 无锡栖霞建设有限公司
2409:8720:2100:0032:* 博创网联（北京）网络技术有限公司
2409:8720:2100:0033:* 无锡国家工业设计园产业集团有限公司
2409:8720:2100:0034:* 无锡市滨湖区荣巷街道龙山社区居家养老服务中心
2409:8720:2100:0035:* 无锡东雄重型电炉有限公司
2409:8720:2100:0036:* 无锡市滨湖区孝亲颐养院
2409:8720:2100:0037:* 南京日昉电子科技有限公司
2409:8720:2100:0038:* 中国人民解放军31604部队
2409:8720:2100:0039:* 江苏省无锡蠡园经济开发区管理委员会
2409:8720:2100:003A:* 无锡市滨湖国有资产运营（集团）有限公司
2409:8720:2100:003B:* 华东疗养院
2409:8720:2100:003C:* 江苏瀛恒律师事务所
2409:8720:2100:0100:* 江苏双子食韵餐饮管理有限公司无锡分公司
2409:8720:2100:0101:* 滨湖区华亦儿童主题餐厅店（个体工商户）
2409:8720:2100:0300:* 无锡桑普电器科技发展有限公司
2409:8720:2100:0301:* 无锡市车城智联科技有限公司
2409:8720:2100:0302:* 江苏精享裕投资集团有限公司
2409:8720:2100:0303:* 梁溪区睿倩餐饮店
2409:8720:2100:0304:* 无锡柏树点高尔夫有限公司
2409:8720:2100:0305:* 梁溪区铵娘宴会所
2409:8720:2100:0306:* 江苏洁澄水业科技有限公司
2409:8720:2100:0307:* 无锡市瑞景城市服务有限公司
2409:8720:2100:0308:* 无锡市滨湖区太湖街道办事处
2409:8720:2100:0309:* 江苏马盛生物科技股份有限公司
2409:8720:2100:0400:* 无锡市城科智慧停车有限公司
2409:8720:2100:0401:* 无锡市江源铝业有限公司
2409:8720:2100:0402:* 无锡控邦安防科技有限公司
2409:8720:2100:0403:* 无锡市锡山三建实业有限公司
2409:8720:2100:0404:* 研光电子（无锡）有限公司
2409:8720:2100:0405:* 无锡卡斯博科技有限公司
2409:8720:2100:0406:* 无锡润利达大件运输有限公司
2409:8720:2100:0407:* 无锡市恒通动力配件有限公司
2409:8720:2100:0408:* 无锡雅居客旅游发展有限公司
2409:8720:2100:0409:* 无锡市龙头渚公园
2409:8720:2100:040A:* 无锡市龙头渚公园
2409:8720:2100:040C:* 无锡市龙头渚公园
2409:8720:2100:040E:* 中建二局第三建筑工程有限公司（中国人民银行清算总中心无锡开发测试云数据中心）
2409:8720:2100:040F:* 无锡楷霖新材料科技有限公司
2409:8720:2100:0410:* 无锡卡斯博科技有限公司
2409:8720:2100:0420:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:0421:* 无锡太湖国家旅游度假区环境卫生管理所
2409:8720:2100:0422:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:0423:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:0424:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:0425:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:0426:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:0427:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:0428:* 无锡经纬纺织科技试验有限公司
2409:8720:2100:0429:* 无锡博慧斯生物医药科技有限公司
2409:8720:2100:042A:* 中国建筑第二工程局有限公司（马山数据中心项目）
2409:8720:2100:042B:* 滨湖区辣三多宽巷子餐饮店
2409:8720:2100:042C:* 滨湖区九月馨餐饮店
2409:8720:2100:042D:* 无锡市滨湖区马圩水利农机站
2409:8720:2100:042E:* 无锡鑫盛换热器科技股份有限公司
2409:8720:2100:042F:* 无锡四方友信股份有限公司
2409:8720:2100:0430:* 无锡市通合机械有限公司
2409:8720:2100:0431:* 中国共产党无锡市滨湖区委员会党校
2409:8720:2100:0432:* 湖南梓发建筑劳务有限责任公司
2409:8720:2100:0501:* 深圳市富泰通国际物流有限公司
2409:8720:2100:0502:* 无锡锦欣乐膳餐饮管理有限公司
2409:8720:2100:0503:* 无锡锦欣乐膳餐饮管理有限公司
2409:8720:2100:0504:* 工装自控工程（无锡）有限公司
2409:8720:2100:0505:* 惠山区阳山镇得雨居农场
2409:8720:2100:0506:* 惠山区阳山镇得雨居农场
2409:8720:2100:0507:* 无锡太湖通航飞行俱乐部有限公司
2409:8720:2100:0508:* 无锡市众博换热器有限公司
2409:8720:2100:0509:* 无锡远达锻压热处理有限公司
2409:8720:2100:050A:* 无锡市海龙机械有限公司
2409:8720:2100:050B:* 惠山区阳山镇港符火锅店
2409:8720:2100:050C:* 无锡市宇田家用纺织品有限公司
2409:8720:2100:050E:* 惠山区阳山镇润泽楼饭店
2409:8720:2100:050F:* 惠山区一院两三桌餐厅（个体工商户）
2409:8720:2100:0510:* 惠山区一院两三桌餐厅（个体工商户）
2409:8720:2100:0511:* 无锡市滨湖产业运营管理有限公司
2409:8720:2100:0512:* 无锡市隆驰锅炉设备有限公司
2409:8720:2100:0600:* 朗新科技集团股份有限公司
2409:8720:2100:0601:* 无锡慧新大数据健康管理咨询有限公司
2409:8720:2100:0602:* 中铁四局集团建筑工程有限公司（XDG-2019-54号地块开发建设项目)
2409:8720:2100:0603:* 无锡国家高新技术产业开发区（无锡市新吴区）党政办公室
2409:8720:2100:0604:* 无锡市瑞景城市服务有限公司
2409:8720:2100:0605:* 无锡落霞睦邻商业管理有限公司
2409:8720:2100:0606:* 无锡伏龙芝餐饮管理有限公司分公司
2409:8720:2100:0607:* 无锡震泽博览运营管理有限公司
2409:8720:2100:0608:* 无锡震泽博览运营管理有限公司
2409:8720:2100:0609:* 无锡震泽博览运营管理有限公司
2409:8720:2100:060A:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:060B:* 无锡市滨湖区华庄街道办事处
2409:8720:2100:060C:* 中国电子系统工程第二建设有限公司
2409:8720:2100:060D:* 尔惬（无锡）家电研发有限公司
2409:8720:2100:060E:* 无锡北京大学电子设计自动化研究院
2409:8720:2100:060F:* 江苏无锡经济开发区社会事业局
2409:8720:2100:0701:* 上海技术交易所有限公司
2409:8720:2100:0702:* 无锡牧真建筑劳务有限公司
2409:8720:2100:0703:* 无锡经开尚贤湖投资有限公司
2409:8720:2100:0704:* 无锡经开尚贤湖投资有限公司
2409:8720:2100:0705:* 喜开理（中国）有限公司
2409:8720:2100:0706:* 无锡市消防救援支队
2409:8720:2100:0707:* 无锡招银房地产开发有限公司（太湖新城云翠澜庭ICT项目）
2409:8720:2100:0708:* 中共无锡国家高新技术产业开发区（中共无锡市新吴区委员会）统一战线工作部
2409:8720:2100:0709:* 佑水数据（无锡）有限公司
2409:8720:2100:070A:* 无锡市新吴区交通运输综合行政执法大队
2409:8720:2100:070B:* 无锡混沌能源技术有限公司
2409:8720:2100:070C:* 无锡市海速芯业电子科技有限公司
2409:8720:2100:070D:* 中冶建工集团有限公司第三建筑工程分公司
2409:8720:2100:070E:* 中冶建工集团有限公司第三建筑工程分公司
2409:8720:2100:070F:* 无锡博大众创空间有限公司
2409:8720:2100:0710:* 福建悟空互动娱乐有限公司
2409:8720:2100:0711:* 无锡工创环保科技有限公司
2409:8720:2100:0712:* 江苏中轩建设有限公司（仙河苑五期D块与C块二期保障房项目）
2409:8720:2100:0713:* 无锡驰枫信息技术有限公司
2409:8720:2100:0714:* 无锡智和兴医药科技有限公司（铁通迁移）
2409:8720:2100:0715:* 新吴区好喝柠饮品店
2409:8720:2100:0717:* 无锡北京大学电子设计自动化研究院
2409:8720:2100:0718:* 经开区麦食记餐饮店
2409:8720:2100:0719:* 无锡明燕装备有限公司
2409:8720:2100:071A:* 经开区花昊欣餐饮店
2409:8720:2100:071B:* 无锡国家高新技术产业开发区（无锡市新吴区）民政和卫生健康局（医保项目）
2409:8720:2100:071E:* 无锡市新东方教育培训学校有限公司
2409:8720:2100:071F:* 塬数科技（无锡）有限公司
2409:8720:2100:0720:* 无锡领创逸品酒店管理有限公司融创皇冠假日酒店
2409:8720:2100:0721:* 无锡招银房地产开发有限公司（太湖新城云翠澜庭ICT项目）
2409:8720:2100:0722:* 新吴区客旺美菜饭骨头汤店
2409:8720:2100:0723:* 航天新气象科技有限公司
2409:8720:2100:0724:* 无锡市宏杰电器配件厂
2409:8720:2100:0725:* 无锡市教师发展学院
2409:8720:2100:0726:* 无锡灵山景区经营股份有限公司
2409:8720:2100:0727:* 无锡拓海股权投资基金管理有限公司
2409:8720:2100:0728:* 江苏森标科技有限公司
2409:8720:2100:0729:* 无锡市车城智联科技有限公司
2409:8720:2100:072A:* 无锡太湖国际会展集团有限公司
2409:8720:2100:072B:* 无锡市斯卡伊保安服务有限公司（新吴）
2409:8720:2100:072C:* 江苏江达生态环境科技有限公司
2409:8720:2100:072D:* 江苏江达生态环境科技有限公司
2409:8720:2100:072E:* 江苏江达生态环境科技有限公司
2409:8720:2100:072F:* 江苏江达生态环境科技有限公司
2409:8720:2100:0730:* 无锡酷卡信息科技有限公司
2409:8720:2100:0731:* 新吴区新安菱湖大酒店
2409:8720:2100:0732:* 锦汇建设集团有限公司
2409:8720:2100:0733:* 无锡睿勤科技有限公司
2409:8720:2100:0734:* 江苏江达生态环境科技有限公司
2409:8720:2100:0735:* 江苏江达生态环境科技有限公司
2409:8720:2100:0736:* 江苏江达生态环境科技有限公司
2409:8720:2100:0737:* 江苏江达生态环境科技有限公司
2409:8720:2100:0738:* 江苏江达生态环境科技有限公司
2409:8720:2100:0739:* 江苏江达生态环境科技有限公司
2409:8720:2100:073A:* 江苏江达生态环境科技有限公司
2409:8720:2100:073B:* 新吴区湘七公餐饮店
2409:8720:2100:073C:* 江苏江达生态环境科技有限公司
2409:8720:2100:073D:* 江苏江达生态环境科技有限公司
2409:8720:2100:073E:* 北京众诚鼎鑫科技有限公司
2409:8720:2100:073F:* 无锡市瑞景城市服务有限公司
2409:8720:2100:0740:* 致城未来（江苏）数字科技有限公司
2409:8720:2100:0741:* 江苏江达生态环境科技有限公司
2409:8720:2100:0742:* 无锡望愉地铁生态置业有限公司
2409:8720:2100:0743:* 江苏江达生态环境科技有限公司
2409:8720:2100:0744:* 无锡双杰机械制造有限公司
2409:8720:2100:0745:* 无锡市惠盛投资有限公司
2409:8720:2100:0746:* 新吴区王春春餐饮店
2409:8720:2100:0747:* 无锡广畅光电股份有限公司
2409:8720:2100:0748:* 无锡市车城智联科技有限公司
2409:8720:2100:0749:* 无锡市豫达换热器有限公司
2409:8720:2100:074A:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:074B:* 滨湖区简斋坊餐饮店
2409:8720:2100:074C:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:074D:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:074E:* 无锡米村锡贰餐饮合伙企业（有限合伙）
2409:8720:2100:074F:* 无锡汉博新能源科技有限公司
2409:8720:2100:0750:* 无锡市信息化协会
2409:8720:2100:0751:* 无锡凯乐士科技有限公司
2409:8720:2100:0752:* 无锡震泽博览运营管理有限公司
2409:8720:2100:0753:* 无锡市教师发展学院
2409:8720:2100:0754:* 无锡铭晟文化旅游管理有限公司
2409:8720:2100:0755:* 国家税务总局无锡市税务局
2409:8720:2100:0756:* 新吴区张潇便利店
2409:8720:2100:0757:* 滨湖区显云素菜馆
2409:8720:2100:0758:* 经开区煮烤先生烧烤店（个体工商户）
2409:8720:2100:0759:* 中信银行股份有限公司无锡分行
2409:8720:2100:075A:* 无锡新吴万达广场商业管理有限公司（新安智慧网络改造项目）
2409:8720:2100:075B:* 中信银行股份有限公司无锡分行
2409:8720:2100:075C:* 无锡市艾丽特花园酒店有限公司
2409:8720:2100:075D:* 经开区陨石咖啡店（个体工商户）
2409:8720:2100:075E:* 经开区四味面馆（个体工商户）
2409:8720:2100:075F:* 苏州群睿信息科技有限公司
2409:8720:2100:0760:* 经开区果老弟餐饮店（个体工商户）
2409:8720:2100:0761:* 江苏政惠餐饮集团有限公司
2409:8720:2100:0762:* 无锡有矽半导体科技有限公司
2409:8720:2100:0763:* 软通动力信息系统服务有限公司
2409:8720:2100:0764:* 经开区当日鲜便当店（个体工商户）
2409:8720:2100:0765:* 中铁十七局集团上海轨道交通工程有限公司（无锡至江阴土建工程二标段项目经理部）
2409:8720:2100:0766:* 经开区地锅鲜森餐饮店（个体工商户）
2409:8720:2100:0767:* 新吴区锡蜀小吃店
2409:8720:2100:0769:* 小行星爱享福养老服务（无锡）有限公司
2409:8720:2100:076A:* 无锡融创汇润商业管理有限公司
2409:8720:2100:076B:* 江苏巴奴毛肚火锅有限公司
2409:8720:2100:076C:* 无锡瑞思曼餐饮有限公司
2409:8720:2100:076D:* 江苏常熟农村商业银行股份有限公司无锡分行
2409:8720:2100:076E:* 经开区杨禾黄焖鸡米饭店（个体工商户）组成形式个人经营
2409:8720:2100:076F:* 经开区宝儿花艺鲜花店
2409:8720:2100:0770:* 无锡市高桥检测科技有限公司（项目部）
2409:8720:2100:0771:* 无锡融创城投资有限公司
2409:8720:2100:0772:* 无锡超超建筑工程有限公司
2409:8720:2100:0773:* 江苏太湖云计算信息技术股份有限公司
2409:8720:2100:0774:* 新吴区新点餐饮店（个体工商户）
2409:8720:2100:0775:* 经开区锡诚牛蛙店（个体工商户）
2409:8720:2100:0776:* 滨湖区壹品馒香包子店
2409:8720:2100:0777:* 经开区捌龄玖龄地锅鸡店（个体工商户)
2409:8720:2100:0778:* 无锡国家高新技术产业开发区（无锡市新吴区）民政和卫生健康局（医保项目）
2409:8720:2100:0779:* 索尼（中国）有限公司无锡软件中心
2409:8720:2100:077A:* 北京高帆机器人科技有限公司
2409:8720:2100:0800:* 梁溪区来君餐饮店
2409:8720:2100:0801:* 无锡夏奇建筑装饰工程有限公司
2409:8720:2100:0802:* 梁溪区慕家餐饮店
2409:8720:2100:0803:* 梁溪区趣趣鸭血粉丝汤店
2409:8720:2100:0804:* 梁溪区曦蕾锟饨店
2409:8720:2100:0805:* 梁溪喜宝炸货餐饮店
2409:8720:2100:0806:* 梁溪区张大哈小吃店
2409:8720:2100:0807:* 无锡市宇博科技有限公司
2409:8720:2100:0808:* 梁溪区繁星烧烤店
2409:8720:2100:0809:* 梁溪区两个婆婆餐饮店(个体工商户)
2409:8720:2100:080A:* 无锡市如家颐养院
2409:8720:2100:080B:* 江苏移动信息系统集成有限公司亭湖分公司
2409:8720:2100:080C:* 宴家一餐饮管理（无锡）有限公司
2409:8720:2100:0810:* 梁溪乔佳慧餐饮店
2409:8720:2100:0900:* 无锡市车城智联科技有限公司
2409:8720:2100:0901:* 江苏金中天智能科技有限公司
2409:8720:2100:0902:* 江苏江达生态环境科技有限公司
2409:8720:2100:0903:* 江苏江达生态环境科技有限公司
2409:8720:2100:0904:* 无锡市消防救援支队
2409:8720:2100:0A00:* 无锡市亿嘉业钢铁贸易有限公司（项目部）
2409:8720:2100:0A01:* 江苏微业金服企业管理有限公司
2409:8720:2100:0A02:* 无锡威泰迅电力科技有限公司
2409:8720:2100:0A03:* 成都市喜爱科技有限公司
2409:8720:2100:0A04:* 软通动力技术服务无锡有限公司
2409:8720:2100:0A05:* 黑石头科技（江苏）有限公司
2409:8720:2100:0A07:* 无锡时代智能交通研究院有限公司
2409:8720:2100:0A08:* 浙江津荣新能源装备有限公司
2409:8720:2100:0A09:* 无锡汇跑体育有限公司
2409:8720:2100:0A0A:* 无锡金瑞婴幼儿照护服务有限公司
2409:8720:2100:0A0B:* 无锡基本粒子科技有限公司
2409:8720:2100:0A0C:* 远洋餐饮管理（无锡）有限公司第一分公司
2409:8720:2100:0A0D:* 无锡海创江南投资管理有限公司
2409:8720:2100:0A0E:* 江苏百商优购网络科技有限公司
2409:8720:2100:0A0F:* 无锡市锡山三建实业有限公司
2409:8720:2100:0A10:* 经开区小钱钱成都冒菜店
2409:8720:2100:0A11:* 经开区火红火炸串店
2409:8720:2100:0A12:* 无锡升茂信息咨询有限公司
2409:8720:2100:0A13:* 无锡和辉房地产发展有限公司
2409:8720:2100:0A14:* 无锡市太湖新城资产经营管理有限公司
2409:8720:2100:0A15:* 无锡闹海房地产咨询服务有限公司
2409:8720:2100:0A16:* 无锡市华源电站除灰设备有限公司
2409:8720:2100:0A17:* 无锡市汇光精密机械有限公司
2409:8720:2100:0A18:* 无锡汇锦微科技有限公司
2409:8720:2100:0A19:* 无锡雅丹机电工程有限公司
2409:8720:2100:0A1A:* 璟网科技（上海）有限公司
2409:8720:2100:0A1B:* 密码应用技术（无锡）研究中心
2409:8720:2100:0A1C:* 无锡冬霜网络科技有限公司
2409:8720:2100:0A1D:* 经开区炉活纯鲜火锅店（个体工商户）
2409:8720:2100:0A1E:* 经开区陶记卤货店（个体工商户）
2409:8720:2100:0A1F:* 无锡市源千呈装饰设计工程有限公司
2409:8720:2100:0A20:* 经开区浮云辣椒炒鸡店（个体工商户）
2409:8720:2100:0A21:* 无锡市大数据集团有限公司
2409:8720:2100:0A22:* 无锡云智翼创新智能科技有限公司
2409:8720:2100:0A23:* 北京嘉业异通顾问有限公司
2409:8720:2100:0A24:* 无锡晓猴教育科技有限公司
2409:8720:2100:0A25:* 北京嘉业异通顾问有限公司
2409:8720:2100:0A26:* 无锡联合融资担保股份公司
2409:8720:2100:0A27:* 经开区洪杨小吃店（个体工商户）
2409:8720:2100:0A28:* 经开区分百茶饮品店
2409:8720:2100:0A29:* 滨湖区超淳小吃店
2409:8720:2100:0A2A:* 无锡蠡滨餐饮服务有限公司
2409:8720:2100:0A2B:* 经开区锡蠡餐饮店（个体工商户）
2409:8720:2100:0A2C:* 无锡新洁能股份有限公司
2409:8720:2100:0A2D:* 无锡伏龙芝餐饮管理有限公司
2409:8720:2100:0A2E:* 无锡城投建设有限公司
2409:8720:2100:0A2F:* 无锡四月天餐饮管理服务有限公司
2409:8720:2100:0B00:* 无锡广茂餐饮管理有限公司
2409:8720:2100:0B01:* 江苏省广电有线信息网络股份有限公司无锡分公司（梁溪项目1）
2409:8720:2100:0B02:* 无锡市滨湖区水利局
2409:8720:2100:0B03:* 经开区好兄弟鸭脖店
2409:8720:2100:0B04:* 滨湖区鲜无双炒面炒饭店
2409:8720:2100:0B05:* 梁溪区枣之悦餐饮店
2409:8720:2100:0B06:* 无锡海兰微电子科技有限公司
2409:8720:2100:0B07:* 无锡市滨湖区区域治理现代化指挥中心
2409:8720:2100:0B08:* 江苏云崖律师事务所
2409:8720:2100:0B09:* 无锡东洋电器有限公司
2409:8720:2100:0B0A:* 无锡市滨湖区发展和改革委员会
2409:8720:2100:0B0B:* 无锡恒元发置业有限公司
2409:8720:2100:0B0C:* 无锡东源市政工程有限公司
2409:8720:2100:0B0D:* 无锡杰进科技有限公司
2409:8720:2100:0B0E:* 无锡拓邦高新材料有限公司
2409:8720:2100:0B0F:* 梁溪区红明老生意馄饨店
2409:8720:2100:0B10:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:0B11:* 无锡市夏联福记大酒店
2409:8720:2100:0B12:* 中国人民解放军31604部队
2409:8720:2100:0B13:* 无锡市滨湖区农业农村局
2409:8720:2100:0B14:* 经开区柚甜烘焙店（个体工商户）
2409:8720:2100:0B15:* 梁溪区隆晓璨潮汕卤猪脚饭店（个体工商户）
2409:8720:2100:0B16:* 滨湖梦回锡城酒楼
2409:8720:2100:0B17:* 滨湖区蛙东餐饮店（个体工商户）
2409:8720:2100:0B18:* 无锡悦茂置业有限公司
2409:8720:2100:0B19:* 无锡原来好味餐饮有限公司
2409:8720:2100:0B1A:* 江苏香翁餐饮管理有限公司
2409:8720:2100:0B1B:* 苏州传致餐饮管理有限公司无锡滨湖万象汇分公司
2409:8720:2100:0B1D:* 滨湖区雅雪蛋糕店(个体工商户)
2409:8720:2100:0B1E:* 滨湖区野赞轻食餐店（个体工商户）
2409:8720:2100:0B1F:* 无锡市盈福顺餐饮管理有限公司太湖大道店
2409:8720:2100:0B20:* 滨湖区翀天餐饮经营部（个体工商户）
2409:8720:2100:0B21:* 无锡新展智家科技有限公司万象汇分公司
2409:8720:2100:0B22:* 南京九毛九餐饮管理有限公司
2409:8720:2100:0B23:* 江苏中轩建设有限公司
2409:8720:2100:0B24:* 无锡市梁溪区中桥老年休养院
2409:8720:2100:0B25:* 无锡蓝天护理院
2409:8720:2100:0B26:* 无锡蓝天护理院
2409:8720:2100:0C00:* 无锡慧方科技有限公司
2409:8720:2100:0C01:* 无锡市执纪办案管理中心
2409:8720:2100:0C02:* 滨湖区贡湖湾拓展营地
2409:8720:2100:0C03:* 滨湖区小炉香烤鸭店
2409:8720:2100:0C04:* 无锡康山太湖植物园建设发展有限公司
2409:8720:2100:0C05:* 浙江绿城未来数智科技有限公司
2409:8720:2100:0C06:* 无锡城投建设有限公司
2409:8720:2100:0C07:* 无锡城投建设有限公司
2409:8720:2100:0C08:* 泛亚信息技术江苏有限公司语音专线集团
2409:8720:2100:0C09:* 泛亚信息技术江苏有限公司语音专线集团
2409:8720:2100:0C0A:* 泛亚信息技术江苏有限公司语音专线集团
2409:8720:2100:0C0B:* 泛亚信息技术江苏有限公司语音专线集团
2409:8720:2100:0C0C:* 泛亚信息技术江苏有限公司语音专线集团
2409:8720:2100:0C0D:* 泛亚信息技术江苏有限公司语音专线集团
2409:8720:2100:0C0E:* 滨湖区汀小二餐饮店
2409:8720:2100:0C0F:* 无锡市锡山三建实业有限公司
2409:8720:2100:0C10:* 江苏吉运信息科技有限公司
2409:8720:2100:0C11:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:0C12:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:0C13:* 中国铁塔股份有限公司无锡市分公司（滨湖自规局项目）
2409:8720:2100:0C14:* 无锡城投建设有限公司
2409:8720:2100:0C15:* 无锡城投建设有限公司
2409:8720:2100:0C16:* 江苏华莱坞文化集团有限公司
2409:8720:2100:0C17:* 中国航天科技集团公司七三八疗养院
2409:8720:2100:0C18:* 北京汇君立成酒店管理有限公司
2409:8720:2100:0C19:* 无锡信富置业有限公司
2409:8720:2100:0D00:* 无锡市市政设施建设工程有限公司
2409:8720:2100:0D01:* 上海隧道工程有限公司
2409:8720:2100:0D02:* 无锡中弘信息科技有限公司
2409:8720:2100:0D03:* 梁溪区梅左阳餐饮店
2409:8720:2100:0D04:* 上海隧道工程有限公司
2409:8720:2100:0D05:* 梁溪区张驰餐饮店
2409:8720:2100:0D06:* 江苏省经泰工贸有限公司
2409:8720:2100:0D07:* 梁溪区棠娟披萨店
2409:8720:2100:0D08:* 无锡市城南建设投资发展有限公司
2409:8720:2100:0D09:* 无锡市城南建设投资发展有限公司
2409:8720:2200:0000:* 江苏江阴农村商业银行股份有限公司
2409:8720:2200:0001:* 江阴华昌毛纺有限公司
2409:8720:2200:0002:* 江苏阳光集团有限公司
2409:8720:2200:0003:* 江苏江阴农村商业银行股份有限公司（澄江支行）
2409:8720:2200:0004:* 中信泰富钢铁贸易有限公司
2409:8720:2300:0000:* 江苏固尔浩建设有限公司
2409:8720:2300:0001:* 江苏固尔浩建设有限公司
2409:8720:2300:0002:* 江阴城兊停车管理有限公司
2409:8720:2300:0003:* 江阴市民用建筑安装工程有限公司（澄地2022-c-8项目部）
2409:8720:2300:0004:* 江阴市云亭街道芳姐重庆川菜馆
2409:8720:2300:0005:* 江阴市云亭街道何之源餐饮店
2409:8720:2300:0006:* 江阴市云亭荣凤小吃店
2409:8720:2300:0007:* 江阴市云亭街道志强北京烤鸭店
2409:8720:2300:0008:* 江阴市云亭街道阿谷屋臻选餐饮店
2409:8720:2300:0009:* 江阴市忠平科技有限公司
2409:8720:2300:0010:* 江阴城兊停车管理有限公司
2409:8720:2300:0020:* 江阴御鑫餐饮有限公司
2409:8720:2300:0030:* 江阴市澄江街道茗厨私房餐馆
2409:8720:2300:0040:* 江阴法尔胜大酒店有限公司
2409:8720:2300:0100:* 江阴市保税物流中心有限公司
2409:8720:2300:0101:* 江阴市澄江街道敏城沙县小吃店
2409:8720:2300:0102:* 江阴市丽娟团子店
2409:8720:2300:0103:* 江阴市澄江街道晶记面饭馆
2409:8720:2300:0104:* 江阴市西郊家兴楼饭店
2409:8720:2300:0105:* 江阴市澄江街道谭记北京烤鸭店
2409:8720:2300:0106:* 江阴市澄江街道君小堡潮汕牛肉火锅店
2409:8720:2300:0107:* 江阴市新城东长山外婆人家饭店
2409:8720:2300:0108:* 江阴市澄江老蒋羊肉汤店
2409:8720:2300:0109:* 江苏中威智能设备有限公司
2409:8720:2300:010A:* 江苏英乾建筑科技有限公司
2409:8720:2300:010B:* 江阴市夏港润东厨具设备有限公司
2409:8720:2300:0110:* 江阴市澄江街道敏城沙县小吃店
2409:8720:2300:0120:* 江阴鹏锦机械制造有限公司
2409:8720:2300:0130:* 江阴市澄江街道晶记面饭馆
2409:8720:2300:0140:* 江阴市西郊家兴楼饭店
2409:8720:2300:0200:* 江阴市云亭街道芳姐重庆川菜馆
2409:8720:2300:0201:* 江阴市云亭街道何之源餐饮店
2409:8720:2300:0210:* 江阴市云亭街道何之源餐饮店
2409:8720:2300:0400:* 江阴市文明体育塑胶有限公司
2409:8720:2300:0401:* 江阴市徐霞客镇朱磊牛肉汤馆
2409:8720:2300:0402:* 江阴市祝塘镇昕时器石锅鱼店
